render_id,source_name,source_sample_id,seed_id,ground_truth_label,market,channel,quality_tier,template_family,curation_status,output_path,image_width,image_height,sender_display,quality_operations
syn_v0_1_013,uci_sms_spam_collection,uci_sms_01624,uci_sms_01624,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_013.png,1080,1920,HDFCBK,none
syn_v0_1_014,mendeley_sms_phishing,mendeley_sms_03982,mendeley_sms_03982,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_014.png,1080,1920,VM-SBIUPI,none
syn_v0_1_015,mendeley_sms_phishing,mendeley_sms_03363,mendeley_sms_03363,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_015.png,1080,1920,VK-AMAZON,none
syn_v0_1_016,mendeley_sms_phishing,mendeley_sms_03016,mendeley_sms_03016,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_016.png,1080,1920,VK-AMAZON,none
syn_v0_1_017,uci_sms_spam_collection,uci_sms_02950,uci_sms_02950,not_scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_017.png,1080,1920,VM-SBIUPI,none
syn_v0_1_018,mendeley_sms_phishing,mendeley_sms_00932,mendeley_sms_00932,not_scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_018.png,1080,1920,VM-SBIUPI,none
syn_v0_1_019,mendeley_sms_phishing,mendeley_sms_01745,mendeley_sms_01745,not_scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_019.png,1080,1920,VK-AMAZON,none
syn_v0_1_020,mendeley_sms_phishing,mendeley_sms_00565,mendeley_sms_00565,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_020.png,1080,1920,BZ-PAYTM,none
syn_v0_1_021,mendeley_sms_phishing,mendeley_sms_05694,mendeley_sms_05694,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_021.png,1080,1920,VM-JIOTEL,none
syn_v0_1_022,uci_sms_spam_collection,uci_sms_00358,uci_sms_00358,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_022.png,1080,1920,VK-AMAZON,none
syn_v0_1_023,uci_sms_spam_collection,uci_sms_01275,uci_sms_01275,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_023.png,1080,1920,VM-JIOTEL,none
syn_v0_1_024,uci_sms_spam_collection,uci_sms_00839,uci_sms_00839,not_scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_024.png,1080,1920,AXISBK,none
syn_v0_1_025,uci_sms_spam_collection,uci_sms_03083,uci_sms_03083,not_scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_025.png,1080,1920,HDFCBK,none
syn_v0_1_026,mendeley_sms_phishing,mendeley_sms_04162,mendeley_sms_04162,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_026.png,1080,1920,ICICIB,none
syn_v0_1_027,uci_sms_spam_collection,uci_sms_05264,uci_sms_05264,not_scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_027.png,1080,1920,VK-AMAZON,none
syn_v0_1_028,mendeley_sms_phishing,mendeley_sms_03337,mendeley_sms_03337,not_scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_028.png,1080,1920,VK-AMAZON,none
syn_v0_1_029,uci_sms_spam_collection,uci_sms_05549,uci_sms_05549,not_scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_029.png,1080,1920,VM-JIOTEL,none
syn_v0_1_030,mendeley_sms_phishing,mendeley_sms_02443,mendeley_sms_02443,scam,india,sms,clean,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/clean/syn_v0_1_030.png,1080,1920,BZ-PAYTM,none
syn_v0_1_031,uci_sms_spam_collection,uci_sms_03637,uci_sms_03637,not_scam,india,sms,medium,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/medium/syn_v0_1_031.png,1080,1920,BZ-PAYTM,"gaussian_blur,brightness_shift"
syn_v0_1_032,mendeley_sms_phishing,mendeley_sms_04004,mendeley_sms_04004,scam,india,sms,medium,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/medium/syn_v0_1_032.png,1080,1920,AD-AIRTEL,"gaussian_blur,brightness_shift"
syn_v0_1_033,uci_sms_spam_collection,uci_sms_03779,uci_sms_03779,scam,india,sms,medium,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/medium/syn_v0_1_033.png,1080,1920,AXISBK,"gaussian_blur,brightness_shift"
syn_v0_1_034,mendeley_sms_phishing,mendeley_sms_01005,mendeley_sms_01005,not_scam,india,sms,medium,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/medium/syn_v0_1_034.png,1080,1920,VM-JIOTEL,"gaussian_blur,brightness_shift"
syn_v0_1_035,mendeley_sms_phishing,mendeley_sms_00870,mendeley_sms_00870,scam,india,sms,medium,india_sms,ready_for_render,data/synthetic/renders/v0_1/sms/india/medium/syn_v0_1_035.png,1080,1920,AXISBK,"gaussian_blur,brightness_shift"
syn_v0_1_036,mendeley_sms_phishing,mendeley_sms_00860,mendeley_sms_00860,not_scam,india,whatsapp,medium,india_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/india/medium/syn_v0_1_036.png,1080,1920,VM-SBIUPI,"gaussian_blur,brightness_shift"
syn_v0_1_037,uci_sms_spam_collection,uci_sms_01173,uci_sms_01173,scam,india,whatsapp,medium,india_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/india/medium/syn_v0_1_037.png,1080,1920,HDFCBK,"gaussian_blur,brightness_shift"
syn_v0_1_038,mendeley_sms_phishing,mendeley_sms_02585,mendeley_sms_02585,scam,india,whatsapp,medium,india_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/india/medium/syn_v0_1_038.png,1080,1920,VM-SBIUPI,"gaussian_blur,brightness_shift"
syn_v0_1_039,mendeley_sms_phishing,mendeley_sms_05722,mendeley_sms_05722,not_scam,india,whatsapp,medium,india_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/india/medium/syn_v0_1_039.png,1080,1920,AXISBK,"gaussian_blur,brightness_shift"
syn_v0_1_040,uci_sms_spam_collection,uci_sms_01843,uci_sms_01843,not_scam,india,whatsapp,medium,india_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/india/medium/syn_v0_1_040.png,1080,1920,AD-AIRTEL,"gaussian_blur,brightness_shift"
syn_v0_1_041,mendeley_sms_phishing,mendeley_sms_03753,mendeley_sms_03753,scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_041.png,1080,1920,Medicare Desk,"gaussian_blur,brightness_shift"
syn_v0_1_042,uci_sms_spam_collection,uci_sms_00068,uci_sms_00068,scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_042.png,1080,1920,FedEx Notice,"gaussian_blur,brightness_shift"
syn_v0_1_043,uci_sms_spam_collection,uci_sms_01949,uci_sms_01949,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_043.png,1080,1920,Amazon Support,"gaussian_blur,brightness_shift"
syn_v0_1_044,uci_sms_spam_collection,uci_sms_04415,uci_sms_04415,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_044.png,1080,1920,Chase Alerts,"gaussian_blur,brightness_shift"
syn_v0_1_045,mendeley_sms_phishing,mendeley_sms_04776,mendeley_sms_04776,scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_045.png,1080,1920,Medicare Desk,"gaussian_blur,brightness_shift"
syn_v0_1_046,mendeley_sms_phishing,mendeley_sms_02453,mendeley_sms_02453,scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_046.png,1080,1920,Medicare Desk,"gaussian_blur,brightness_shift"
syn_v0_1_047,mendeley_sms_phishing,mendeley_sms_03961,mendeley_sms_03961,scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_047.png,1080,1920,Amazon Support,"gaussian_blur,brightness_shift"
syn_v0_1_048,mendeley_sms_phishing,mendeley_sms_00581,mendeley_sms_00581,scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_048.png,1080,1920,Amazon Support,"gaussian_blur,brightness_shift"
syn_v0_1_049,mendeley_sms_phishing,mendeley_sms_01231,mendeley_sms_01231,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_049.png,1080,1920,FedEx Notice,"gaussian_blur,brightness_shift"
syn_v0_1_050,uci_sms_spam_collection,uci_sms_00892,uci_sms_00892,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_050.png,1080,1920,Bank of America,"gaussian_blur,brightness_shift"
syn_v0_1_051,uci_sms_spam_collection,uci_sms_05008,uci_sms_05008,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_051.png,1080,1920,Bank of America,"gaussian_blur,brightness_shift"
syn_v0_1_052,mendeley_sms_phishing,mendeley_sms_02103,mendeley_sms_02103,scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_052.png,1080,1920,USPS Delivery,"gaussian_blur,brightness_shift"
syn_v0_1_053,mendeley_sms_phishing,mendeley_sms_03214,mendeley_sms_03214,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_053.png,1080,1920,Amazon Support,"gaussian_blur,brightness_shift"
syn_v0_1_054,mendeley_sms_phishing,mendeley_sms_01431,mendeley_sms_01431,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_054.png,1080,1920,Chase Alerts,"gaussian_blur,brightness_shift"
syn_v0_1_055,mendeley_sms_phishing,mendeley_sms_05215,mendeley_sms_05215,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_055.png,1080,1920,Wells Fargo,"gaussian_blur,brightness_shift"
syn_v0_1_056,uci_sms_spam_collection,uci_sms_05266,uci_sms_05266,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_056.png,1080,1920,Wells Fargo,"gaussian_blur,brightness_shift"
syn_v0_1_057,uci_sms_spam_collection,uci_sms_04076,uci_sms_04076,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_057.png,1080,1920,USPS Delivery,"gaussian_blur,brightness_shift"
syn_v0_1_058,mendeley_sms_phishing,mendeley_sms_04895,mendeley_sms_04895,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_058.png,1080,1920,Wells Fargo,"gaussian_blur,brightness_shift"
syn_v0_1_059,mendeley_sms_phishing,mendeley_sms_05386,mendeley_sms_05386,scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_059.png,1080,1920,Apple Security,"gaussian_blur,brightness_shift"
syn_v0_1_060,mendeley_sms_phishing,mendeley_sms_01715,mendeley_sms_01715,not_scam,us,whatsapp,medium,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/medium/syn_v0_1_060.png,1080,1920,Bank of America,"gaussian_blur,brightness_shift"
syn_v0_1_061,mendeley_sms_phishing,mendeley_sms_01874,mendeley_sms_01874,scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_061.png,1080,1920,Medicare Desk,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_062,uci_sms_spam_collection,uci_sms_01336,uci_sms_01336,not_scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_062.png,1080,1920,Wells Fargo,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_063,uci_sms_spam_collection,uci_sms_00456,uci_sms_00456,scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_063.png,1080,1920,FedEx Notice,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_064,mendeley_sms_phishing,mendeley_sms_01306,mendeley_sms_01306,not_scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_064.png,1080,1920,Chase Alerts,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_065,uci_sms_spam_collection,uci_sms_03030,uci_sms_03030,not_scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_065.png,1080,1920,Amazon Support,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_066,uci_sms_spam_collection,uci_sms_04167,uci_sms_04167,scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_066.png,1080,1920,FedEx Notice,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_067,mendeley_sms_phishing,mendeley_sms_03620,mendeley_sms_03620,scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_067.png,1080,1920,Amazon Support,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_068,uci_sms_spam_collection,uci_sms_02065,uci_sms_02065,scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_068.png,1080,1920,Chase Alerts,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_069,mendeley_sms_phishing,mendeley_sms_02586,mendeley_sms_02586,not_scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_069.png,1080,1920,Chase Alerts,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_070,mendeley_sms_phishing,mendeley_sms_03097,mendeley_sms_03097,scam,us,whatsapp,hard,us_whatsapp,ready_for_render,data/synthetic/renders/v0_1/whatsapp/us/hard/syn_v0_1_070.png,1080,1920,Medicare Desk,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_071,uci_sms_spam_collection,uci_sms_03958,uci_sms_03958,not_scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_071.png,1440,2160,wells.fargo@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_072,uci_sms_spam_collection,uci_sms_01770,uci_sms_01770,not_scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_072.png,1440,2160,bank.of.america@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_073,uci_sms_spam_collection,uci_sms_01510,uci_sms_01510,not_scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_073.png,1440,2160,medicare.desk@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_074,uci_sms_spam_collection,uci_sms_03383,uci_sms_03383,scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_074.png,1440,2160,usps.delivery@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_075,uci_sms_spam_collection,uci_sms_03402,uci_sms_03402,scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_075.png,1440,2160,fedex.notice@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_076,uci_sms_spam_collection,uci_sms_05477,uci_sms_05477,not_scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_076.png,1440,2160,bank.of.america@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_077,uci_sms_spam_collection,uci_sms_03565,uci_sms_03565,scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_077.png,1440,2160,chase.alerts@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_078,mendeley_sms_phishing,mendeley_sms_01542,mendeley_sms_01542,not_scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_078.png,1440,2160,chase.alerts@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_079,uci_sms_spam_collection,uci_sms_01459,uci_sms_01459,scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_079.png,1440,2160,chase.alerts@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
syn_v0_1_080,uci_sms_spam_collection,uci_sms_04201,uci_sms_04201,scam,us,email,hard,us_email,ready_for_render,data/synthetic/renders/v0_1/email/us/hard/syn_v0_1_080.png,1440,2160,medicare.desk@mail.example.com,"gaussian_blur,brightness_shift,minor_rotation,speckle_noise"
